
(base) C:\Users\Sammie>cd C:\Users\Sammie\Documents\Northwest\44-671\Module 06\streaming-06-smart-smoker

(base) C:\Users\Sammie\Documents\Northwest\44-671\Module 06\streaming-06-smart-smoker>conda activate base

(base) C:\Users\Sammie\Documents\Northwest\44-671\Module 06\streaming-06-smart-smoker>python bbq_producer.py
Would you like to monitor RabbitMQ queues? y or n y


 [x] Sent b'[5/22/2021 12:20, 84.2]' to 01-smoker
 [x] Sent b'[5/22/2021 19:51, 162.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:51, 162.6]' to 02-food-A
 [x] Sent b'[5/22/2021 19:51, 156.5]' to 03-food-B
 [x] Sent b'[5/22/2021 19:51, 156.5]' to 03-food-B
 [x] Sent b'[5/22/2021 19:52, 242.5]' to 01-smoker
 [x] Sent b'[5/22/2021 19:52, 242.5]' to 01-smoker
 [x] Sent b'[5/22/2021 19:52, 162.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:52, 162.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:52, 156.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:52, 156.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:53, 242.1]' to 01-smoker
 [x] Sent b'[5/22/2021 19:53, 242.1]' to 01-smoker
 [x] Sent b'[5/22/2021 19:53, 162.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:53, 162.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:53, 156.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:53, 156.6]' to 03-food-B
 [x] Sent b'[5/22/2021 19:54, 241.3]' to 01-smoker
 [x] Sent b'[5/22/2021 19:54, 241.3]' to 01-smoker
 [x] Sent b'[5/22/2021 19:54, 162.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:54, 162.7]' to 02-food-A
 [x] Sent b'[5/22/2021 19:54, 156.7]' to 03-food-B
 [x] Sent b'[5/22/2021 19:54, 156.7]' to 03-food-B
 [x] Sent b'[5/22/2021 19:55, 239.9]' to 01-smoker
 [x] Sent b'[5/22/2021 19:55, 239.9]' to 01-smoker
 [x] Sent b'[5/22/2021 19:55, 162.8]' to 02-food-A
 [x] Sent b'[5/22/2021 19:55, 162.8]' to 02-food-A
 [x] Sent b'[5/22/2021 19:55, 156.7]' to 03-food-B
 [x] Sent b'[5/22/2021 19:55, 156.7]' to 03-food-B
 [x] Sent b'[5/22/2021 19:56, 239.9]' to 01-smoker
 [x] Sent b'[5/22/2021 19:56, 239.9]' to 01-smoker
 [x] Sent b'[5/22/2021 19:56, 162.8]' to 02-food-A
 [x] Sent b'[5/22/2021 19:56, 162.8]' to 02-food-A
 [x] Sent b'[5/22/2021 19:56, 156.8]' to 03-food-B
 [x] Sent b'[5/22/2021 19:56, 156.8]' to 03-food-B
 [x] Sent b'[5/22/2021 19:57, 239.7]' to 01-smoker
 [x] Sent b'[5/22/2021 19:57, 239.7]' to 01-smoker
 [x] Sent b'[5/22/2021 19:57, 162.8]' to 02-food-A
 [x] Sent b'[5/22/2021 19:57, 162.8]' to 02-food-A
 [x] Sent b'[5/22/2021 19:57, 156.8]' to 03-food-B
 [x] Sent b'[5/22/2021 19:57, 156.8]' to 03-food-B
 [x] Sent b'[5/22/2021 19:58, 239.3]' to 01-smoker
 [x] Sent b'[5/22/2021 19:58, 239.3]' to 01-smoker
 [x] Sent b'[5/22/2021 19:58, 162.9]' to 02-food-A
 [x] Sent b'[5/22/2021 19:58, 162.9]' to 02-food-A
 [x] Sent b'[5/22/2021 19:58, 156.9]' to 03-food-B
 [x] Sent b'[5/22/2021 19:58, 156.9]' to 03-food-B
 [x] Sent b'[5/22/2021 19:59, 239.6]' to 01-smoker
 [x] Sent b'[5/22/2021 19:59, 239.6]' to 01-smoker
 [x] Sent b'[5/22/2021 19:59, 162.9]' to 02-food-A
 [x] Sent b'[5/22/2021 19:59, 162.9]' to 02-food-A
 [x] Sent b'[5/22/2021 19:59, 156.9]' to 03-food-B
 [x] Sent b'[5/22/2021 19:59, 156.9]' to 03-food-B
 [x] Sent b'[5/22/2021 20:00, 240.1]' to 01-smoker
 [x] Sent b'[5/22/2021 20:00, 240.1]' to 01-smoker
 [x] Sent b'[5/22/2021 20:00, 162.9]' to 02-food-A
 [x] Sent b'[5/22/2021 20:00, 162.9]' to 02-food-A
 [x] Sent b'[5/22/2021 20:00, 157]' to 03-food-B
 [x] Sent b'[5/22/2021 20:00, 157]' to 03-food-B
 [x] Sent b'[5/22/2021 20:01, 241.1]' to 01-smoker
 [x] Sent b'[5/22/2021 20:01, 241.1]' to 01-smoker
 [x] Sent b'[5/22/2021 20:01, 162.9]' to 02-food-A
 [x] Sent b'[5/22/2021 20:01, 162.9]' to 02-food-A
 [x] Sent b'[5/22/2021 20:01, 157]' to 03-food-B
 [x] Sent b'[5/22/2021 20:01, 157]' to 03-food-B
 [x] Sent b'[5/22/2021 20:02, 236.6]' to 01-smoker
 [x] Sent b'[5/22/2021 20:02, 236.6]' to 01-smoker
 [x] Sent b'[5/22/2021 20:02, 163]' to 02-food-A
 [x] Sent b'[5/22/2021 20:02, 163]' to 02-food-A
 [x] Sent b'[5/22/2021 20:02, 157.1]' to 03-food-B
 [x] Sent b'[5/22/2021 20:02, 157.1]' to 03-food-B
 [x] Sent b'[5/22/2021 20:03, 233.3]' to 01-smoker
 [x] Sent b'[5/22/2021 20:03, 233.3]' to 01-smoker
 [x] Sent b'[5/22/2021 20:03, 163]' to 02-food-A
 [x] Sent b'[5/22/2021 20:03, 163]' to 02-food-A
 [x] Sent b'[5/22/2021 20:03, 157.1]' to 03-food-B
 [x] Sent b'[5/22/2021 20:03, 157.1]' to 03-food-B
 [x] Sent b'[5/22/2021 20:04, 233.3]' to 01-smoker
 [x] Sent b'[5/22/2021 20:04, 233.3]' to 01-smoker
 [x] Sent b'[5/22/2021 20:04, 163]' to 02-food-A
 [x] Sent b'[5/22/2021 20:04, 163]' to 02-food-A
 [x] Sent b'[5/22/2021 20:04, 157.2]' to 03-food-B
 [x] Sent b'[5/22/2021 20:04, 157.2]' to 03-food-B
 [x] Sent b'[5/22/2021 20:05, 231.1]' to 01-smoker
 [x] Sent b'[5/22/2021 20:05, 231.1]' to 01-smoker
 [x] Sent b'[5/22/2021 20:05, 163]' to 02-food-A
 [x] Sent b'[5/22/2021 20:05, 163]' to 02-food-A
 [x] Sent b'[5/22/2021 20:05, 157.2]' to 03-food-B
 [x] Sent b'[5/22/2021 20:05, 157.2]' to 03-food-B
 [x] Sent b'[5/22/2021 20:06, 230.1]' to 01-smoker
 [x] Sent b'[5/22/2021 20:06, 230.1]' to 01-smoker
 [x] Sent b'[5/22/2021 20:06, 163]' to 02-food-A
 [x] Sent b'[5/22/2021 20:06, 163]' to 02-food-A
 [x] Sent b'[5/22/2021 20:06, 157.3]' to 03-food-B
 [x] Sent b'[5/22/2021 20:06, 157.3]' to 03-food-B
 [x] Sent b'[5/22/2021 20:07, 229.4]' to 01-smoker
 [x] Sent b'[5/22/2021 20:07, 229.4]' to 01-smoker
 [x] Sent b'[5/22/2021 20:07, 163]' to 02-food-A
 [x] Sent b'[5/22/2021 20:07, 163]' to 02-food-A
 [x] Sent b'[5/22/2021 20:07, 157.3]' to 03-food-B
 [x] Sent b'[5/22/2021 20:07, 157.3]' to 03-food-B
 [x] Sent b'[5/22/2021 20:08, 228.4]' to 01-smoker
 [x] Sent b'[5/22/2021 20:08, 228.4]' to 01-smoker
 [x] Sent b'[5/22/2021 20:08, 163]' to 02-food-A
 [x] Sent b'[5/22/2021 20:08, 163]' to 02-food-A
 [x] Sent b'[5/22/2021 20:08, 157.4]' to 03-food-B
 [x] Sent b'[5/22/2021 20:08, 157.4]' to 03-food-B
 [x] Sent b'[5/22/2021 20:09, 228]' to 01-smoker
 [x] Sent b'[5/22/2021 20:09, 228]' to 01-smoker
 [x] Sent b'[5/22/2021 20:09, 163]' to 02-food-A
 [x] Sent b'[5/22/2021 20:09, 163]' to 02-food-A
 [x] Sent b'[5/22/2021 20:09, 157.4]' to 03-food-B
 [x] Sent b'[5/22/2021 20:09, 157.4]' to 03-food-B
 [x] Sent b'[5/22/2021 20:10, 227.9]' to 01-smoker
 [x] Sent b'[5/22/2021 20:10, 227.9]' to 01-smoker
 [x] Sent b'[5/22/2021 20:10, 163]' to 02-food-A
 [x] Sent b'[5/22/2021 20:10, 163]' to 02-food-A
 [x] Sent b'[5/22/2021 20:10, 157.5]' to 03-food-B
 [x] Sent b'[5/22/2021 20:10, 157.5]' to 03-food-B
 [x] Sent b'[5/22/2021 20:11, 228.7]' to 01-smoker
 [x] Sent b'[5/22/2021 20:11, 228.7]' to 01-smoker
 [x] Sent b'[5/22/2021 20:11, 163.1]' to 02-food-A
 [x] Sent b'[5/22/2021 20:11, 163.1]' to 02-food-A
 [x] Sent b'[5/22/2021 20:11, 157.5]' to 03-food-B
 [x] Sent b'[5/22/2021 20:11, 157.5]' to 03-food-B
 [x] Sent b'[5/22/2021 20:12, 228.7]' to 01-smoker
 [x] Sent b'[5/22/2021 20:12, 228.7]' to 01-smoker
 [x] Sent b'[5/22/2021 20:12, 163.1]' to 02-food-A
 [x] Sent b'[5/22/2021 20:12, 163.1]' to 02-food-A
 [x] Sent b'[5/22/2021 20:12, 157.5]' to 03-food-B
 [x] Sent b'[5/22/2021 20:12, 157.5]' to 03-food-B
 [x] Sent b'[5/22/2021 20:13, 227.4]' to 01-smoker
 [x] Sent b'[5/22/2021 20:13, 227.4]' to 01-smoker
 [x] Sent b'[5/22/2021 20:13, 163.2]' to 02-food-A
 [x] Sent b'[5/22/2021 20:13, 163.2]' to 02-food-A
 [x] Sent b'[5/22/2021 20:13, 157.6]' to 03-food-B
 [x] Sent b'[5/22/2021 20:13, 157.6]' to 03-food-B
 [x] Sent b'[5/22/2021 20:14, 229]' to 01-smoker
 [x] Sent b'[5/22/2021 20:14, 229]' to 01-smoker
 [x] Sent b'[5/22/2021 20:14, 163.3]' to 02-food-A
 [x] Sent b'[5/22/2021 20:14, 163.3]' to 02-food-A
 [x] Sent b'[5/22/2021 20:14, 157.6]' to 03-food-B
 [x] Sent b'[5/22/2021 20:14, 157.6]' to 03-food-B
 [x] Sent b'[5/22/2021 20:15, 227.8]' to 01-smoker
 [x] Sent b'[5/22/2021 20:15, 227.8]' to 01-smoker
 [x] Sent b'[5/22/2021 20:15, 163.3]' to 02-food-A
 [x] Sent b'[5/22/2021 20:15, 163.3]' to 02-food-A
 [x] Sent b'[5/22/2021 20:15, 157.6]' to 03-food-B
 [x] Sent b'[5/22/2021 20:15, 157.6]' to 03-food-B
 [x] Sent b'[5/22/2021 20:16, 224.9]' to 01-smoker
 [x] Sent b'[5/22/2021 20:16, 224.9]' to 01-smoker
 [x] Sent b'[5/22/2021 20:16, 163.4]' to 02-food-A
 [x] Sent b'[5/22/2021 20:16, 163.4]' to 02-food-A
 [x] Sent b'[5/22/2021 20:16, 157.7]' to 03-food-B
 [x] Sent b'[5/22/2021 20:16, 157.7]' to 03-food-B
 [x] Sent b'[5/22/2021 20:17, 224.5]' to 01-smoker
 [x] Sent b'[5/22/2021 20:17, 224.5]' to 01-smoker
 [x] Sent b'[5/22/2021 20:17, 163.4]' to 02-food-A
 [x] Sent b'[5/22/2021 20:17, 163.4]' to 02-food-A
 [x] Sent b'[5/22/2021 20:17, 157.7]' to 03-food-B
 [x] Sent b'[5/22/2021 20:17, 157.7]' to 03-food-B
 [x] Sent b'[5/22/2021 20:18, 193.2]' to 01-smoker
 [x] Sent b'[5/22/2021 20:18, 193.2]' to 01-smoker
 [x] Sent b'[5/22/2021 20:18, 173.2]' to 02-food-A
 [x] Sent b'[5/22/2021 20:18, 173.2]' to 02-food-A
 [x] Sent b'[5/22/2021 20:18, 157.8]' to 03-food-B
 [x] Sent b'[5/22/2021 20:18, 157.8]' to 03-food-B
 [x] Sent b'[5/22/2021 20:19, 169.9]' to 01-smoker
 [x] Sent b'[5/22/2021 20:19, 169.9]' to 01-smoker
 [x] Sent b'[5/22/2021 20:19, 177.9]' to 02-food-A
 [x] Sent b'[5/22/2021 20:19, 177.9]' to 02-food-A
 [x] Sent b'[5/22/2021 20:19, 102.8]' to 03-food-B
 [x] Sent b'[5/22/2021 20:19, 102.8]' to 03-food-B
 [x] Sent b'[5/22/2021 20:20, 178.5]' to 02-food-A
 [x] Sent b'[5/22/2021 20:20, 178.5]' to 02-food-A
 [x] Sent b'[5/22/2021 20:20, 161]' to 03-food-B
 [x] Sent b'[5/22/2021 20:20, 161]' to 03-food-B
 [x] Sent b'[5/22/2021 20:25, 178]' to 02-food-A
 [x] Sent b'[5/22/2021 20:25, 169]' to 03-food-B
 [x] Sent b'[5/22/2021 20:25, 178]' to 02-food-A
 [x] Sent b'[5/22/2021 20:25, 169]' to 03-food-B
 [x] Sent b'[5/22/2021 20:26, 177.3]' to 02-food-A
 [x] Sent b'[5/22/2021 20:26, 168.8]' to 03-food-B
 [x] Sent b'[5/22/2021 20:26, 177.3]' to 02-food-A
 [x] Sent b'[5/22/2021 20:26, 168.8]' to 03-food-B
 [x] Sent b'[5/22/2021 20:27, 176.6]' to 02-food-A
 [x] Sent b'[5/22/2021 20:27, 168.5]' to 03-food-B
 [x] Sent b'[5/22/2021 20:27, 176.6]' to 02-food-A
 [x] Sent b'[5/22/2021 20:27, 168.5]' to 03-food-B
 [x] Sent b'[5/22/2021 20:28, 176]' to 02-food-A
 [x] Sent b'[5/22/2021 20:28, 168.2]' to 03-food-B
 [x] Sent b'[5/22/2021 20:28, 176]' to 02-food-A
 [x] Sent b'[5/22/2021 20:28, 168.2]' to 03-food-B
 [x] Sent b'[5/22/2021 20:29, 175.4]' to 02-food-A
 [x] Sent b'[5/22/2021 20:29, 167.8]' to 03-food-B
 [x] Sent b'[5/22/2021 20:29, 175.4]' to 02-food-A
 [x] Sent b'[5/22/2021 20:29, 167.8]' to 03-food-B
 [x] Sent b'[5/22/2021 20:30, 174.9]' to 02-food-A
 [x] Sent b'[5/22/2021 20:30, 167.4]' to 03-food-B
 [x] Sent b'[5/22/2021 20:30, 174.9]' to 02-food-A
 [x] Sent b'[5/22/2021 20:30, 167.4]' to 03-food-B
 [x] Sent b'[5/22/2021 20:31, 174.6]' to 02-food-A
 [x] Sent b'[5/22/2021 20:31, 167]' to 03-food-B
 [x] Sent b'[5/22/2021 20:31, 174.6]' to 02-food-A
 [x] Sent b'[5/22/2021 20:31, 167]' to 03-food-B
 [x] Sent b'[5/22/2021 20:32, 174.4]' to 02-food-A
 [x] Sent b'[5/22/2021 20:32, 166.7]' to 03-food-B
 [x] Sent b'[5/22/2021 20:32, 174.4]' to 02-food-A
 [x] Sent b'[5/22/2021 20:32, 166.7]' to 03-food-B
 [x] Sent b'[5/22/2021 20:33, 174.3]' to 02-food-A
 [x] Sent b'[5/22/2021 20:33, 166.4]' to 03-food-B
 [x] Sent b'[5/22/2021 20:33, 174.3]' to 02-food-A
 [x] Sent b'[5/22/2021 20:33, 166.4]' to 03-food-B
 [x] Sent b'[5/22/2021 20:34, 174.4]' to 02-food-A
 [x] Sent b'[5/22/2021 20:34, 166.2]' to 03-food-B
 [x] Sent b'[5/22/2021 20:34, 174.4]' to 02-food-A
 [x] Sent b'[5/22/2021 20:34, 166.2]' to 03-food-B
 [x] Sent b'[5/22/2021 20:35, 174.5]' to 02-food-A
 [x] Sent b'[5/22/2021 20:35, 166]' to 03-food-B
 [x] Sent b'[5/22/2021 20:35, 174.5]' to 02-food-A
 [x] Sent b'[5/22/2021 20:35, 166]' to 03-food-B
 [x] Sent b'[5/22/2021 20:36, 174.7]' to 02-food-A
 [x] Sent b'[5/22/2021 20:36, 165.9]' to 03-food-B
 [x] Sent b'[5/22/2021 20:36, 174.7]' to 02-food-A
 [x] Sent b'[5/22/2021 20:36, 165.9]' to 03-food-B
 [x] Sent b'[5/22/2021 20:37, 175]' to 02-food-A
 [x] Sent b'[5/22/2021 20:37, 165.8]' to 03-food-B
 [x] Sent b'[5/22/2021 20:37, 175]' to 02-food-A
 [x] Sent b'[5/22/2021 20:37, 165.8]' to 03-food-B
 [x] Sent b'[5/22/2021 20:38, 175.3]' to 02-food-A
 [x] Sent b'[5/22/2021 20:38, 165.7]' to 03-food-B
 [x] Sent b'[5/22/2021 20:38, 175.3]' to 02-food-A
 [x] Sent b'[5/22/2021 20:38, 165.7]' to 03-food-B
 [x] Sent b'[5/22/2021 20:39, 175.8]' to 02-food-A
 [x] Sent b'[5/22/2021 20:39, 165.7]' to 03-food-B
 [x] Sent b'[5/22/2021 20:39, 175.8]' to 02-food-A
 [x] Sent b'[5/22/2021 20:39, 165.7]' to 03-food-B
 [x] Sent b'[5/22/2021 20:40, 176.2]' to 02-food-A
 [x] Sent b'[5/22/2021 20:40, 165.7]' to 03-food-B
 [x] Sent b'[5/22/2021 20:40, 176.2]' to 02-food-A
 [x] Sent b'[5/22/2021 20:40, 165.7]' to 03-food-B
 [x] Sent b'[5/22/2021 20:41, 176.7]' to 02-food-A
 [x] Sent b'[5/22/2021 20:41, 165.8]' to 03-food-B
 [x] Sent b'[5/22/2021 20:41, 176.7]' to 02-food-A
 [x] Sent b'[5/22/2021 20:41, 165.8]' to 03-food-B
 [x] Sent b'[5/22/2021 20:42, 177.2]' to 02-food-A
 [x] Sent b'[5/22/2021 20:42, 165.9]' to 03-food-B
 [x] Sent b'[5/22/2021 20:42, 177.2]' to 02-food-A
 [x] Sent b'[5/22/2021 20:42, 165.9]' to 03-food-B
 [x] Sent b'[5/22/2021 20:43, 177.7]' to 02-food-A
 [x] Sent b'[5/22/2021 20:43, 166.1]' to 03-food-B
 [x] Sent b'[5/22/2021 20:43, 177.7]' to 02-food-A
 [x] Sent b'[5/22/2021 20:43, 166.1]' to 03-food-B
 [x] Sent b'[5/22/2021 20:44, 178.2]' to 02-food-A
 [x] Sent b'[5/22/2021 20:44, 166.2]' to 03-food-B
 [x] Sent b'[5/22/2021 20:44, 178.2]' to 02-food-A
 [x] Sent b'[5/22/2021 20:44, 166.2]' to 03-food-B
 [x] Sent b'[5/22/2021 20:45, 178.6]' to 02-food-A
 [x] Sent b'[5/22/2021 20:45, 166.4]' to 03-food-B
 [x] Sent b'[5/22/2021 20:45, 178.7]' to 02-food-A
 [x] Sent b'[5/22/2021 20:45, 166.4]' to 03-food-B
 [x] Sent b'[5/22/2021 20:45, 178.7]' to 02-food-A
 [x] Sent b'[5/22/2021 20:45, 166.4]' to 03-food-B
 [x] Sent b'[5/22/2021 20:46, 179.2]' to 02-food-A
 [x] Sent b'[5/22/2021 20:46, 166.6]' to 03-food-B
 [x] Sent b'[5/22/2021 20:46, 179.2]' to 02-food-A
 [x] Sent b'[5/22/2021 20:46, 166.6]' to 03-food-B
 [x] Sent b'[5/22/2021 20:47, 179.7]' to 02-food-A
 [x] Sent b'[5/22/2021 20:47, 166.8]' to 03-food-B
 [x] Sent b'[5/22/2021 20:47, 179.7]' to 02-food-A
 [x] Sent b'[5/22/2021 20:47, 166.8]' to 03-food-B
 [x] Sent b'[5/22/2021 20:48, 180.2]' to 02-food-A
 [x] Sent b'[5/22/2021 20:48, 167]' to 03-food-B
 [x] Sent b'[5/22/2021 20:48, 180.2]' to 02-food-A
 [x] Sent b'[5/22/2021 20:48, 167]' to 03-food-B
 [x] Sent b'[5/22/2021 20:49, 180.8]' to 02-food-A
 [x] Sent b'[5/22/2021 20:49, 167.2]' to 03-food-B
 [x] Sent b'[5/22/2021 20:49, 180.8]' to 02-food-A
 [x] Sent b'[5/22/2021 20:49, 167.2]' to 03-food-B
 [x] Sent b'[5/22/2021 20:50, 181.2]' to 02-food-A
 [x] Sent b'[5/22/2021 20:50, 167.5]' to 03-food-B
 [x] Sent b'[5/22/2021 20:50, 181.2]' to 02-food-A
 [x] Sent b'[5/22/2021 20:50, 167.5]' to 03-food-B
 [x] Sent b'[5/22/2021 20:51, 181.7]' to 02-food-A
 [x] Sent b'[5/22/2021 20:51, 167.8]' to 03-food-B
 [x] Sent b'[5/22/2021 20:51, 181.7]' to 02-food-A
 [x] Sent b'[5/22/2021 20:51, 167.8]' to 03-food-B
 [x] Sent b'[5/22/2021 20:52, 182.1]' to 02-food-A
 [x] Sent b'[5/22/2021 20:52, 168]' to 03-food-B
 [x] Sent b'[5/22/2021 20:52, 182.1]' to 02-food-A
 [x] Sent b'[5/22/2021 20:52, 168]' to 03-food-B
 [x] Sent b'[5/22/2021 20:53, 182.6]' to 02-food-A
 [x] Sent b'[5/22/2021 20:53, 168.3]' to 03-food-B
 [x] Sent b'[5/22/2021 20:53, 182.6]' to 02-food-A
 [x] Sent b'[5/22/2021 20:53, 168.3]' to 03-food-B
 [x] Sent b'[5/22/2021 20:54, 183.1]' to 02-food-A
 [x] Sent b'[5/22/2021 20:54, 168.6]' to 03-food-B
 [x] Sent b'[5/22/2021 20:54, 183.1]' to 02-food-A
 [x] Sent b'[5/22/2021 20:54, 168.6]' to 03-food-B
 [x] Sent b'[5/22/2021 20:55, 183.5]' to 02-food-A
 [x] Sent b'[5/22/2021 20:55, 168.9]' to 03-food-B
 [x] Sent b'[5/22/2021 20:55, 183.5]' to 02-food-A
 [x] Sent b'[5/22/2021 20:55, 168.9]' to 03-food-B
 [x] Sent b'[5/22/2021 20:56, 184]' to 02-food-A
 [x] Sent b'[5/22/2021 20:56, 169.2]' to 03-food-B
 [x] Sent b'[5/22/2021 20:56, 184]' to 02-food-A
 [x] Sent b'[5/22/2021 20:56, 169.2]' to 03-food-B
 [x] Sent b'[5/22/2021 20:57, 184.5]' to 02-food-A
 [x] Sent b'[5/22/2021 20:57, 169.6]' to 03-food-B
 [x] Sent b'[5/22/2021 20:57, 184.5]' to 02-food-A
 [x] Sent b'[5/22/2021 20:57, 169.6]' to 03-food-B
 [x] Sent b'[5/22/2021 20:58, 184.9]' to 02-food-A
 [x] Sent b'[5/22/2021 20:58, 169.9]' to 03-food-B
 [x] Sent b'[5/22/2021 20:58, 184.9]' to 02-food-A
 [x] Sent b'[5/22/2021 20:58, 169.9]' to 03-food-B
 [x] Sent b'[5/22/2021 20:59, 185.3]' to 02-food-A
 [x] Sent b'[5/22/2021 20:59, 170.2]' to 03-food-B
 [x] Sent b'[5/22/2021 20:59, 185.3]' to 02-food-A
 [x] Sent b'[5/22/2021 20:59, 170.2]' to 03-food-B
 [x] Sent b'[5/22/2021 21:00, 185.7]' to 02-food-A
 [x] Sent b'[5/22/2021 21:00, 170.6]' to 03-food-B
 [x] Sent b'[5/22/2021 21:00, 185.7]' to 02-food-A
 [x] Sent b'[5/22/2021 21:00, 170.6]' to 03-food-B
 [x] Sent b'[5/22/2021 21:01, 186]' to 02-food-A
 [x] Sent b'[5/22/2021 21:01, 170.9]' to 03-food-B
 [x] Sent b'[5/22/2021 21:01, 186]' to 02-food-A
 [x] Sent b'[5/22/2021 21:01, 170.9]' to 03-food-B
 [x] Sent b'[5/22/2021 21:02, 186.3]' to 02-food-A
 [x] Sent b'[5/22/2021 21:02, 171.2]' to 03-food-B
 [x] Sent b'[5/22/2021 21:02, 186.3]' to 02-food-A
 [x] Sent b'[5/22/2021 21:02, 171.2]' to 03-food-B
 [x] Sent b'[5/22/2021 21:03, 186.6]' to 02-food-A
 [x] Sent b'[5/22/2021 21:03, 171.6]' to 03-food-B
 [x] Sent b'[5/22/2021 21:03, 186.6]' to 02-food-A
 [x] Sent b'[5/22/2021 21:03, 171.6]' to 03-food-B
 [x] Sent b'[5/22/2021 21:04, 187]' to 02-food-A
 [x] Sent b'[5/22/2021 21:04, 171.9]' to 03-food-B
 [x] Sent b'[5/22/2021 21:04, 187]' to 02-food-A
 [x] Sent b'[5/22/2021 21:04, 171.9]' to 03-food-B
 [x] Sent b'[5/22/2021 21:05, 187.4]' to 02-food-A
 [x] Sent b'[5/22/2021 21:05, 172.3]' to 03-food-B
 [x] Sent b'[5/22/2021 21:05, 187.4]' to 02-food-A
 [x] Sent b'[5/22/2021 21:05, 172.3]' to 03-food-B
 [x] Sent b'[5/22/2021 21:06, 187.7]' to 02-food-A
 [x] Sent b'[5/22/2021 21:06, 172.7]' to 03-food-B
 [x] Sent b'[5/22/2021 21:06, 187.7]' to 02-food-A
 [x] Sent b'[5/22/2021 21:06, 172.7]' to 03-food-B
 [x] Sent b'[5/22/2021 21:07, 188.1]' to 02-food-A
 [x] Sent b'[5/22/2021 21:07, 173]' to 03-food-B
 [x] Sent b'[5/22/2021 21:07, 188.1]' to 02-food-A
 [x] Sent b'[5/22/2021 21:07, 173]' to 03-food-B
 [x] Sent b'[5/22/2021 21:08, 188.4]' to 02-food-A
 [x] Sent b'[5/22/2021 21:08, 173.4]' to 03-food-B
 [x] Sent b'[5/22/2021 21:08, 188.4]' to 02-food-A
 [x] Sent b'[5/22/2021 21:08, 173.4]' to 03-food-B
 [x] Sent b'[5/22/2021 21:09, 188.6]' to 02-food-A
 [x] Sent b'[5/22/2021 21:09, 173.8]' to 03-food-B
 [x] Sent b'[5/22/2021 21:09, 188.6]' to 02-food-A
 [x] Sent b'[5/22/2021 21:09, 173.8]' to 03-food-B
 [x] Sent b'[5/22/2021 21:10, 189]' to 02-food-A
 [x] Sent b'[5/22/2021 21:10, 174.2]' to 03-food-B
 [x] Sent b'[5/22/2021 21:10, 189]' to 02-food-A
 [x] Sent b'[5/22/2021 21:10, 174.2]' to 03-food-B
 [x] Sent b'[5/22/2021 21:11, 189.2]' to 02-food-A
 [x] Sent b'[5/22/2021 21:11, 174.6]' to 03-food-B
 [x] Sent b'[5/22/2021 21:11, 189.2]' to 02-food-A
 [x] Sent b'[5/22/2021 21:11, 174.6]' to 03-food-B
 [x] Sent b'[5/22/2021 21:12, 189.5]' to 02-food-A
 [x] Sent b'[5/22/2021 21:12, 175]' to 03-food-B
 [x] Sent b'[5/22/2021 21:12, 189.5]' to 02-food-A
 [x] Sent b'[5/22/2021 21:12, 175]' to 03-food-B
 [x] Sent b'[5/22/2021 21:13, 189.7]' to 02-food-A
 [x] Sent b'[5/22/2021 21:13, 175.4]' to 03-food-B
 [x] Sent b'[5/22/2021 21:13, 189.7]' to 02-food-A
 [x] Sent b'[5/22/2021 21:13, 175.4]' to 03-food-B
 [x] Sent b'[5/22/2021 21:14, 190.1]' to 02-food-A
 [x] Sent b'[5/22/2021 21:14, 175.8]' to 03-food-B
 [x] Sent b'[5/22/2021 21:14, 190.1]' to 02-food-A
 [x] Sent b'[5/22/2021 21:14, 175.8]' to 03-food-B
 [x] Sent b'[5/22/2021 21:15, 190.3]' to 02-food-A
 [x] Sent b'[5/22/2021 21:15, 176.3]' to 03-food-B
 [x] Sent b'[5/22/2021 21:15, 190.3]' to 02-food-A
 [x] Sent b'[5/22/2021 21:15, 176.3]' to 03-food-B
 [x] Sent b'[5/22/2021 21:16, 190.7]' to 02-food-A
 [x] Sent b'[5/22/2021 21:16, 176.7]' to 03-food-B
 [x] Sent b'[5/22/2021 21:16, 190.7]' to 02-food-A
 [x] Sent b'[5/22/2021 21:16, 176.7]' to 03-food-B
 [x] Sent b'[5/22/2021 21:17, 191]' to 02-food-A
 [x] Sent b'[5/22/2021 21:17, 177.2]' to 03-food-B
 [x] Sent b'[5/22/2021 21:17, 191]' to 02-food-A
 [x] Sent b'[5/22/2021 21:17, 177.2]' to 03-food-B
 [x] Sent b'[5/22/2021 21:18, 191.3]' to 02-food-A
 [x] Sent b'[5/22/2021 21:18, 177.6]' to 03-food-B
 [x] Sent b'[5/22/2021 21:18, 191.3]' to 02-food-A
 [x] Sent b'[5/22/2021 21:18, 177.6]' to 03-food-B
 [x] Sent b'[5/22/2021 21:19, 191.5]' to 02-food-A
 [x] Sent b'[5/22/2021 21:19, 178.1]' to 03-food-B
